# Gaia DR3 Real Star Cluster: Pleiades (M45)
# Total Stars: 1679 | 1:1 IRL Physical Units: pos=pc, vel=km/s, mass=M_sun
# Gravitational constant: G = 0.004300917 pc*(km/s)^2/M_sun | 1 time unit = 0.9778 Myr
# name,mass,x,y,z,vx,vy,vz
gaia_65211626622598784,0.1000,4.5374,7.0004,3.2904,-0.9569,-2.1555,-2.1748
gaia_66782450780736000,0.1000,-2.1749,-3.3354,-1.1521,-1.8696,-1.7991,-2.1748
gaia_68371721825058816,0.1000,11.9806,13.1487,10.1793,0.4251,-6.7392,-2.1748
gaia_66793475963278336,0.1000,-1.1471,-1.8575,0.1089,7.2366,0.7274,-2.1748
gaia_65229008357099136,0.1000,-8.1386,-13.1750,-6.9835,-3.0638,0.2937,-2.1748
gaia_64377505318381952,0.1000,-3.4671,-9.0469,-9.2820,-11.6348,25.5009,-2.1748
gaia_67831694111708928,0.1000,4.5344,-3.5031,-1.1632,-27.6925,-15.8613,-2.1748
gaia_66738328582414720,0.1000,-5.1856,-6.4136,-3.0537,-2.2913,0.4195,-2.1748
gaia_64793051994920064,0.1000,8.3475,11.6916,1.8784,-0.4878,-2.1534,-2.1748
gaia_68621895079448576,0.1000,2.9642,-3.4348,2.3905,-9.4286,-22.9854,-2.1748
gaia_70243159335120768,0.1000,5.3913,6.6577,9.9924,-10.3123,13.0896,-2.1748
gaia_66919163886142976,0.1000,-3.0652,0.8311,3.1657,-0.4087,-3.2986,-2.1748
gaia_69887432964003584,0.1000,2.6779,1.8575,4.2625,0.3146,-5.1109,-2.1748
gaia_64698429569756032,0.1000,4.3874,-1.6725,-3.0344,-13.4808,21.5225,-2.1748
gaia_66589550914975232,0.1000,5.0326,14.8983,7.2875,-10.6382,23.9747,-2.1748
gaia_68240536343889664,0.1000,3.6374,-2.5071,0.0520,1.5482,-2.8009,-2.1748
gaia_65190667182097536,0.1000,-4.9404,-8.6604,-5.3886,2.6822,4.1989,-2.1748
gaia_68318086273228416,0.1000,2.2681,-0.3322,1.9546,1.5867,-3.6670,-2.1748
gaia_64703476157029504,0.1000,17.0020,15.3167,6.2052,17.2694,32.1343,-2.1748
gaia_63744397073736576,0.1000,-4.1310,-3.3417,-8.2312,-15.9528,32.2512,-2.1748
gaia_65685065162835840,0.1000,-5.3353,-3.3200,-4.3656,-0.5265,-2.1761,-2.1748
gaia_68327608215251712,0.1000,7.6872,8.2396,7.1328,61.3973,22.6459,-2.1748
gaia_65113078598040064,0.1000,6.5262,2.5617,0.0491,-21.8949,-1.9744,-2.1748
gaia_64084519830207104,0.1000,6.6734,16.8523,3.4539,22.2897,-12.9435,-2.1748
gaia_65421835206112640,0.1000,2.5378,14.9392,2.8672,-0.0683,-6.5095,-2.1748
gaia_68348120979420032,0.1000,6.8836,3.7131,4.2543,0.2402,21.1854,-2.1748
gaia_66727608345339264,0.1000,-2.9800,-4.1111,-2.2128,-15.2716,18.4946,-2.1748
gaia_69893583357174656,0.1000,7.0100,7.9138,8.2995,-14.7026,36.3571,-2.1748
gaia_65045767870617728,0.1000,9.0186,8.1119,2.1463,25.9265,18.7959,-2.1748
gaia_65799246870046976,0.1000,0.6429,9.1844,2.4643,-13.0368,23.0252,-2.1748
gaia_64911386933051392,0.1000,1.9271,3.8375,-0.8989,-14.5930,35.6776,-2.1748
gaia_66741833275728768,0.1000,-7.1764,-10.5055,-4.9717,-1.5167,-0.4012,-2.1748
